Consum(kWh),Duration_hours,Site,CP ID,Connector Type,Connector,Start_hour,End_hour,Day_of_week,is_weekend,season
9299.241,528.4833333,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,16,17,0,0,0
8967.187,639.8069444,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,14,1,0,0
8851.704,379.1625,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,13,15,2,0,1
9442.435,485.2658333,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,13,13,3,0,1
8154.323,452.2102778,"Lochee Charging Hub, Aimer Square, Dundee",60695,rapid,DD2 3BH,12,13,5,1,1
7902.545,532.8177778,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,11,11,6,1,1
9315.12,404.5066667,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,11,14,0,0,1
8364.701,430.95,"Princes Street Charging Hub, Dundee",61616,rapid,DD4 6BY,10,11,1,0,1
8199.18,446.6669444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,14,2,0,1
6754.046,360.3194444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,10,12,3,0,1
9334.294,545.3319444,Clepington Road - 4th Hub,61611,rapid,DD3 8PL,8,12,4,0,1
9378.228,502.3694445,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,12,15,0,0,1
9572.056,621.76,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,11,15,1,0,1
9754.374,644.8705555,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,12,12,2,0,1
9538.241,627.8466666,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,10,13,3,0,1
9384.04,506.675,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,14,4,0,1
9739.093,450.1088889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,22,5,1,1
8676.534,444.6852778,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,11,15,6,1,1
8747.546,519.1586111,"Lochee Charging Hub, Aimer Square, Dundee",60695,rapid,DD2 3BH,10,11,0,0,1
9212.531,566.5441667,"Lochee Charging Hub, Aimer Square, Dundee",51424,rapid,DD2 3BH,12,15,1,0,1
8767.544,622.3661111,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,12,12,2,0,1
8450.864,572.1158334,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,9,13,3,0,1
9008.019,512.1069444,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,14,13,4,0,1
9649.003,443.4458333,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,14,5,1,1
9319.816,420.0219444,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,10,15,6,1,1
8641.113,580.8033333,"Lochee Charging Hub, Aimer Square, Dundee",60695,rapid,DD2 3BH,9,10,0,0,1
9332.741,536.2061111,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,11,13,1,0,1
8973.397,572.7991667,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,10,14,2,0,1
8180.996,539.0288889,"Lochee Charging Hub, Aimer Square, Dundee",60695,rapid,DD2 3BH,13,14,3,0,1
9776.511,547.3644444,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,11,11,4,0,1
8561.319,434.5616667,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,13,14,5,1,1
9209.221,514.2136111,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,14,6,1,1
9888.262,501.9647222,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,20,13,0,0,1
7964.126,521.4022222,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,15,15,1,0,1
8835.975,545.5530556,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,9,15,2,0,1
8373.687,312.0236111,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,0,1,3,0,1
8344.748,474.5122222,"Queen Street Charging Hub, Dundee",51595,rapid,DD5 2HD,14,12,4,0,1
8813.843,412.5186111,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,13,5,1,1
7773.877,530.9947222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,12,6,1,1
8819.684,470.2972222,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,12,11,0,0,1
8704.473,514.6102778,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,12,10,3,0,1
8577.631,550.5261111,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,10,13,4,0,1
8108.23,367.6391667,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,12,12,5,1,1
7568.631,400.3402778,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,15,6,1,1
7570.503,409.7641667,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,8,9,0,0,1
8479.729,455.6683333,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,8,12,1,0,1
8641.739,518.1252778,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,9,10,2,0,1
7875.951,444.2552778,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,9,14,3,0,1
7808.38,416.3672222,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,10,10,4,0,1
8710.581,374.5922222,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,13,9,5,1,1
8232.104,377.9247222,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,9,11,6,1,1
8409.925,502.0133333,"Lochee Charging Hub, Aimer Square, Dundee",APT51547,rapid,DD2 3BH,8,10,0,0,1
8890.932,551.3111111,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,14,10,1,0,1
8628.867,407.4455556,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,10,11,2,0,1
9065.736,480.1472222,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,10,14,3,0,1
9467.038,517.7866667,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,10,10,4,0,1
9306.749,449.6833333,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,12,12,5,1,1
8646.696,441.6897222,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,15,0,0,1
9819.435,459.05,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,16,15,1,0,1
9103.655,496.6613889,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,16,14,2,0,1
7819.086,483.9691667,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,12,13,3,0,1
9568.33,513.8691667,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,10,13,4,0,1
8026.63,434.4075,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,13,9,5,1,1
7724.115,457.3575,"Princes Street Charging Hub, Dundee",61616,rapid,DD4 6BY,11,12,6,1,1
9681.949,385.9158333,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,17,15,0,0,1
8570.095,430.1333333,"Lochee Charging Hub, Aimer Square, Dundee",61616,rapid,DD2 3BH,10,13,1,0,1
9525.249,524.4222222,Clepington Road - 4th Hub,61612,rapid,DD3 8PL,13,13,2,0,1
9184.555,402.3452778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,16,13,3,0,1
9104.073,382.2694444,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,14,15,5,1,1
8659.078,333.905,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,13,1,6,1,1
8691.492,400.4552778,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,13,15,0,0,1
8093.108,544.4138889,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,9,13,1,0,1
8192.09,491.7852778,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,12,12,2,0,1
7963.038,456.2275,"Princes Street Charging Hub, Dundee",APT51593,rapid,DD4 6BY,13,13,3,0,1
8662.996,479.8825,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,10,11,4,0,1
9035.493,383.7197222,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,13,5,1,1
8800.657,345.4180556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,10,14,6,1,1
7572.191,445.9280556,"Lochee Charging Hub, Aimer Square, Dundee",61616,rapid,DD2 3BH,15,13,0,0,1
7469.193,417.1052778,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,13,11,1,0,1
8188.133,436.8980556,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,11,10,2,0,1
8048.38,386.2083333,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,10,10,3,0,1
8500.29,504.7125,"Lochee Charging Hub, Aimer Square, Dundee",51424,rapid,DD2 3BH,12,15,4,0,1
9724.079,438.8438889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,14,14,5,1,1
9309.719,414.1886111,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,12,17,6,1,1
8336.394,363.2688889,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,12,14,0,0,1
7713.927,458.3852778,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,12,13,1,0,1
8760.479,552.8847222,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,12,12,2,0,1
9002.558,470.7830556,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,16,3,0,2
8672.293,568.4733333,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,15,12,4,0,2
9008.045,529.2469444,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,10,14,5,1,2
8522.18,521.3102778,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,11,14,6,1,2
9925.358,379.6463889,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,13,14,0,0,2
8162.118,510.2786111,Clepington Road - 4th Hub,61616,rapid,DD3 8PL,12,15,1,0,2
8598.607,452.5555556,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,11,14,2,0,2
9076.194,397.6983333,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,0,13,3,0,2
8143.178,505.5736111,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,12,14,4,0,2
9983.734,486.1183333,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,12,11,5,1,2
9233.732,499.1297222,Clepington Road - 4th Hub,61615,rapid,DD2 3BH,12,11,6,1,2
7652.617,457.2708333,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,16,14,1,0,2
8808.946,505.9194444,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,11,13,2,0,2
7965.341,436.8275,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,10,10,3,0,2
8229.432,526.4830556,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,12,10,4,0,2
8851.25,289.9177778,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,19,20,5,1,2
8241.41,321.5952778,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,9,11,6,1,2
7815.364,422.4319445,Clepington Road - 4th Hub,61612,rapid,DD3 8PL,12,12,0,0,2
7919.985,455.3916667,Clepington Road - 4th Hub,51421,rapid,DD3 8PL,10,10,1,0,2
7985.664,467.8780556,"Princes Street Charging Hub, Dundee",APT51594,rapid,DD4 6BY,12,12,2,0,2
8916.821,546.3575,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,11,14,3,0,2
9516.431,401.6394444,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,10,4,0,2
9278.94,365.8283333,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,9,14,5,1,2
8143.16,278.6047222,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,10,13,6,1,2
8452.221,514.5702778,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,11,11,0,0,2
8450.257,494.3927778,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,12,16,1,0,2
8729.614,538.3758333,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,11,11,2,0,2
8270.367,442.7652778,Clepington Road - 4th Hub,52667,rapid,DD3 8PL,11,13,3,0,2
9313.15,474.6105556,Clepington Road - 4th Hub,61613,rapid,DD3 8PL,11,14,4,0,2
9169.977,437.2144445,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,14,15,5,1,2
8996.467,524.9388889,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,13,11,6,1,2
9946.206,634.7930555,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,11,12,0,0,2
9177.325,523.8677778,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,10,11,1,0,2
8561.136,377.2061111,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,0,1,2,0,2
8718.881,466.9222222,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,9,10,3,0,2
8160.195,478.7591667,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,9,10,4,0,2
7146.286,473.1005556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,16,5,1,2
8756.477,442.815,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,11,12,6,1,2
9551.641,520.63,Clepington Road - 4th Hub,61612,rapid,DD3 8PL,12,12,1,0,2
6929.002,466.44,"Lochee Charging Hub, Aimer Square, Dundee",51595,rapid,DD2 3BH,11,11,3,0,2
8173.774,438.6666667,"Lochee Charging Hub, Aimer Square, Dundee",61616,rapid,DD2 3BH,10,11,4,0,2
8172.401,413.4605556,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,19,20,5,1,2
6686.735,286.5769444,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,11,15,6,1,2
6699.536,408.2894445,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,11,11,0,0,2
6369.36,394.2452778,"Queen Street Charging Hub, Dundee",51592,rapid,DD5 2HD,11,13,1,0,2
6341.58,506.9430556,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,13,13,2,0,2
6777.138,469.5594444,"Princes Street Charging Hub, Dundee",61616,rapid,DD4 6BY,10,16,3,0,2
8064.143,501.9936111,"Princes Street Charging Hub, Dundee",61616,rapid,DD4 6BY,15,14,4,0,2
7992.633,352.1861111,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,13,14,5,1,2
6668.793,282.3511111,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,13,1,6,1,2
6517.317,369.0522222,Clepington Road - 4th Hub,61615,rapid,DD2 3BH,12,11,0,0,2
6956.328,475.4961111,"Princes Street Charging Hub, Dundee",61616,rapid,DD4 6BY,12,15,1,0,2
6924.331,362.9769444,Clepington Road - 4th Hub,61616,rapid,DD3 8PL,12,10,2,0,2
6781.386,413.9363889,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,13,3,0,2
8763.366,420.4080556,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,19,14,4,0,2
9905.55,389.6744444,"Princes Street Charging Hub, Dundee",51548,rapid,DD4 6BY,19,20,5,1,2
8772.6,319.3825,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,14,6,1,2
8814.711,549.0238889,"Princes Street Charging Hub, Dundee",61613,rapid,DD4 6BY,13,17,0,0,2
8626.79,339.5077778,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,14,15,1,0,2
8692.663,597.9727778,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,14,14,2,0,2
8915.725,358.3005555,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,18,11,4,0,2
7954.028,332.595,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,11,14,5,1,2
8607.874,424.9555556,"Lochee Charging Hub, Aimer Square, Dundee",61616,rapid,DD2 3BH,12,12,6,1,2
9235.355,385.6758334,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,20,20,0,0,2
6444.421,496.9430556,"Lochee Charging Hub, Aimer Square, Dundee",61616,rapid,DD2 3BH,17,15,1,0,2
9233.986,505.9719444,"Queen Street Charging Hub, Dundee",APT51423,rapid,DD5 2HD,10,13,2,0,2
8375.242,407.0897222,Clepington Road - 4th Hub,61611,rapid,DD2 3BH,10,16,6,1,2
8338.435,488.9319444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,9,10,0,0,2
7474.222,510.6255556,Clepington Road - 4th Hub,61616,rapid,DD3 8PL,11,14,1,0,2
9274.576,462.6061111,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,11,11,2,0,2
8365.451,575.8483333,Clepington Road - 4th Hub,APT51593,rapid,DD3 8PL,8,11,3,0,2
9200.281,492.8311111,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,11,12,4,0,2
9101.991,419.8508333,"Princes Street Charging Hub, Dundee",62124,rapid,DD4 6BY,13,14,5,1,2
7622.243,390.4594444,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,11,11,6,1,2
7504.258,525.8575,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,11,14,0,0,2
7061.761,497.9230555,Clepington Road - 4th Hub,61616,rapid,DD3 8PL,12,12,1,0,2
7253.989,489.0269444,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,10,10,2,0,2
7226.372,465.6108333,Clepington Road - 4th Hub,61616,rapid,DD3 8PL,11,11,3,0,2
8198.707,530.1466667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,19,11,4,0,2
8774.162,336.9686111,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,20,21,5,1,2
8105.092,372.1330556,"Princes Street Charging Hub, Dundee",51595,rapid,DD4 6BY,12,15,6,1,2
7821.449,487.9019445,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,9,10,0,0,2
7489.841,540.1236111,Clepington Road - 4th Hub,61616,rapid,DD3 8PL,13,13,1,0,2
7553.552,495.145,Clepington Road - 4th Hub,61616,rapid,DD3 8PL,11,9,2,0,2
7414.181,437.8019445,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,9,11,3,0,2
8855.016,509.4336111,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,14,14,4,0,3
9690.0,615.9355556,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,9,14,5,1,3
8657.877,405.8083333,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,9,12,0,0,3
7836.716,414.5477778,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,DD2 3BH,13,13,1,0,3
9042.47,428.7233333,"Queen Street Charging Hub, Dundee",51548,rapid,DD5 2HD,10,11,2,0,3
8361.18,357.7794444,"Princes Street Charging Hub, Dundee",51595,rapid,DD4 6BY,17,17,3,0,3
6803.936,439.1438889,Clepington Road - 4th Hub,62125,rapid,DD3 8PL,12,11,4,0,3
9846.35,392.0658333,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,11,20,5,1,3
8558.383,472.5769445,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,10,10,6,1,3
9857.048,534.0455555,Clepington Road - 4th Hub,61616,rapid,DD3 8PL,10,11,0,0,3
9208.34,586.4480556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,12,2,0,3
9842.79,616.2294445,Clepington Road - 4th Hub,51595,rapid,DD3 8PL,13,14,3,0,3
8983.423,457.5052778,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,10,10,4,0,3
9384.745,382.4016667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,0,16,6,1,3
8965.262,572.5463889,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,10,10,0,0,3
9120.946,555.2263889,Clepington Road - 4th Hub,61616,rapid,DD3 8PL,13,14,1,0,3
9430.684,561.0761111,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,12,13,2,0,3
9123.234,586.2494444,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,13,13,3,0,3
9436.517,447.0733333,Clepington Road - 4th Hub,60695,rapid,DD3 8PL,10,12,4,0,3
8839.118,386.4569444,"Princes Street Charging Hub, Dundee",62124,rapid,DD4 6BY,12,12,6,1,3
8536.74,483.8702778,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,11,13,0,0,3
7866.702,472.7347222,Clepington Road - 4th Hub,62125,rapid,DD3 8PL,14,15,1,0,3
9192.685,472.7475,"Lochee Charging Hub, Aimer Square, Dundee",60695,rapid,DD2 3BH,12,12,2,0,3
8615.597,396.9744445,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,8,12,3,0,3
9963.819,498.2477778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,12,4,0,3
9500.37,618.6752778,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,15,6,1,3
9328.292,540.2375,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,13,16,0,0,3
9740.72,612.405,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,12,1,0,3
7642.494,414.6769444,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,11,15,2,0,3
8347.43,559.84,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,10,10,3,0,3
8449.411,313.5461111,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,9,13,4,0,3
7924.462,456.6816667,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,13,13,5,1,3
6931.336,543.7338889,Clepington Road - 4th Hub,62125,rapid,DD3 8PL,10,10,6,1,3
9114.678,406.6844444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,15,0,0,3
8409.662,458.8508333,Clepington Road - 4th Hub,51584,rapid,DD3 8PL,11,11,1,0,3
9609.454,473.8444444,Clepington Road - 4th Hub,61616,rapid,DD3 8PL,11,14,4,0,3
9823.641,407.3661111,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,11,5,1,3
9630.111,360.5225,"Princes Street Charging Hub, Dundee",61615,rapid,DD4 6BY,13,11,6,1,3
9886.625,518.5302778,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,11,13,0,0,3
9183.015,542.5355556,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,10,13,1,0,3
8862.659,518.9419445,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,9,10,2,0,3
9153.053,342.3941667,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,11,15,3,0,3
7703.608,301.9841667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,16,4,0,3
9190.683,360.6308333,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,11,5,1,3
9995.953,428.6052778,Clepington Road - 4th Hub,61616,rapid,DD3 8PL,13,12,6,1,3
9316.328,572.7552778,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,9,11,0,0,3
8502.737,487.9938889,Clepington Road - 4th Hub,61612,rapid,DD3 8PL,10,10,1,0,3
9848.528,615.5319444,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,12,12,3,0,3
9465.473,294.5761111,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,1,17,6,1,3
9996.144,603.4388889,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,12,14,0,0,3
9544.461,515.6922222,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,13,12,2,0,3
9066.182,492.9469444,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,16,3,0,3
7922.763,538.1691667,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,11,10,5,1,3
8817.348,637.0266667,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,12,13,6,1,3
8755.411,386.9394444,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,13,13,0,0,3
6547.694,471.5475,"Queen Street Charging Hub, Dundee",61616,rapid,DD5 2HD,10,14,1,0,3
8433.202,484.3125,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,9,15,2,0,3
8248.149,453.4297222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,8,11,3,0,3
8750.755,420.8688889,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,11,11,4,0,3
9495.732,521.8341666,Clepington Road - 4th Hub,51421,rapid,DD3 8PL,13,14,0,0,3
9900.299,421.2169444,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,12,12,6,1,3
9535.012,619.5602778,Clepington Road - 4th Hub,61612,rapid,DD3 8PL,15,14,0,0,3
9815.511,643.475,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,11,16,1,0,3
9662.77,495.6761111,"Lochee Charging Hub, Aimer Square, Dundee",61613,rapid,DD2 3BH,13,17,2,0,3
9503.188,490.3441667,Clepington Road - 4th Hub,61612,rapid,DD3 8PL,16,12,3,0,3
9724.413,462.2497222,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,9,10,4,0,0
9124.758,446.9341667,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,11,1,5,1,0
9971.128,481.6072222,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,11,13,6,1,0
8913.192,476.8736111,"Princes Street Charging Hub, Dundee",60682,rapid,DD4 6BY,10,12,0,0,0
9011.948,506.3663889,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,11,11,1,0,0
7672.305,383.0836111,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,8,11,2,0,0
7141.232,474.325,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,10,11,3,0,0
8881.071,424.1111111,"Princes Street Charging Hub, Dundee",61616,rapid,DD4 6BY,15,15,4,0,0
8093.269,434.6733333,"Princes Street Charging Hub, Dundee",61616,rapid,DD4 6BY,16,16,5,1,0
9250.691,483.4833333,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,13,14,6,1,0
9152.089,311.6780556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,15,6,1,0
9390.556,578.5625,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,12,0,0,0
9405.865,311.0008333,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,12,6,1,0
