Total kWh,Total_time_hours,CP ID,Connector,Site,Model,Start_hour,End_hour,Day_of_week,is_weekend,season
395.798,58.96666666,50282,2,"Rie-Achan Road Car Park, Pitlochry",APT Triple Rapid Charger,8,11,1,0,1
351.131,62.05,51516,2,Kinross Park and Ride,APT Triple Rapid Charger,12,16,2,0,1
380.191,52.2,50286,2,Broxden Park & Ride,APT Triple Rapid Charger,11,12,3,0,2
364.1,30.5,50282,2,Broxden Park & Ride,APT Triple Rapid Charger,11,11,4,0,2
301.033,31.98333334,50993,1,Broxden Park & Ride,APT Triple Rapid Charger,10,10,5,1,2
319.001,23.6,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,18,18,6,1,2
334.968,50.05,50745,2,Broxden Park & Ride,APT Triple Rapid Charger,13,17,0,0,2
386.947,54.76666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,17,1,0,2
388.076,42.83333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,15,2,0,2
308.284,15.98333333,50575,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,12,3,0,2
473.572,69.06666667,51516,2,Kinross Park and Ride,APT Triple Rapid Charger,8,17,4,0,2
560.904,85.08333334,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,13,5,1,2
493.644,66.76666667,51250,2,Kinross Park and Ride,APT Triple Rapid Charger,15,11,6,1,2
722.283,121.65,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,8,17,0,0,2
398.537,39.93333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,15,1,0,2
358.8,33.21666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,2,0,2
410.668,57.55,51250,2,"Crown Inn Wynd Car Park, Auchterarder",APT Triple Rapid Charger,8,14,3,0,2
628.253,65.96666666,50286,1,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,16,4,0,2
411.761,62.13333334,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,17,5,1,2
390.402,29.1,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,12,6,1,2
390.855,52.33333333,50993,2,"King Street Car Park, Crieff",APT Triple Rapid Charger,19,14,0,0,2
447.29,70.93333333,51250,2,Kinross Park and Ride,APT Triple Rapid Charger,9,14,1,0,2
403.905,59.86666667,50993,2,"King Street Car Park, Crieff",APT Triple Rapid Charger,10,15,2,0,2
469.258,73.73333333,51250,2,"King Street Car Park, Crieff",APT Triple Rapid Charger,8,15,3,0,2
474.345,67.78333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,14,4,0,2
362.655,38.4,50297,2,Kinross Park and Ride,APT Triple Rapid Charger,16,16,5,1,2
274.154,17.28333334,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,10,6,1,2
521.099,78.35,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,15,0,0,2
450.577,57.76666667,50994,2,Kinross Park and Ride,APT Triple Rapid Charger,13,13,1,0,2
428.473,55.23333333,50575,2,Kinross Park and Ride,APT Triple Rapid Charger,11,12,2,0,2
501.8,62.41666667,50286,2,"King Street Car Park, Crieff",APT Triple Rapid Charger,8,12,3,0,2
435.13,40.4,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,4,0,2
375.419,38.01666666,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,9,17,5,1,2
259.125,39.56666667,51250,1,"Crown Inn Wynd Car Park, Auchterarder",Siemens Triple Rapid Charger,11,11,6,1,2
332.117,37.5,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,18,18,0,0,2
410.945,31.35,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,13,12,1,0,2
370.15,17.98333333,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,21,11,2,0,2
361.492,65.45,50575,2,Kinross Park and Ride,APT Triple Rapid Charger,8,17,3,0,2
440.076,35.83333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,19,11,4,0,2
540.112,64.6,51516,2,Kinross Park and Ride,APT Triple Rapid Charger,14,15,5,1,2
494.794,83.76666667,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,12,6,1,2
457.635,29.35,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,12,0,0,2
612.719,78.01666667,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,14,14,1,0,2
488.4,68.66666667,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,2,0,2
460.921,51.9,50575,2,"Canal Street Car Park 3rd floor, Perth",APT Triple Rapid Charger,10,11,3,0,2
450.148,41.75,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,17,4,0,2
315.419,39.76666667,50286,1,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,18,18,5,1,2
482.252,29.71666666,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,17,6,1,2
436.199,48.86666667,50286,2,Kinross Park and Ride,APT Triple Rapid Charger,8,17,0,0,2
367.468,49.25,51516,2,Kinross Park and Ride,APT Triple Rapid Charger,15,18,1,0,2
392.384,48.08333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,2,0,2
488.388,64.01666667,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,17,15,3,0,2
313.022,50.28333334,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,12,13,4,0,2
470.752,38.88333333,51516,2,Kinross Park and Ride,APT Triple Rapid Charger,9,10,5,1,2
394.403,33.46666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,12,6,1,2
499.759,46.7,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,15,0,0,2
490.513,42.46666667,51516,2,Kinross Park and Ride,APT Triple Rapid Charger,16,11,1,0,2
410.623,36.65,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,15,18,2,0,2
506.093,40.53333334,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,18,3,0,2
568.994,38.28333333,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,12,16,4,0,2
457.713,39.4,50995,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,19,5,1,2
356.552,32.08333334,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,6,1,2
473.083,52.1,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,12,0,0,2
347.854,37.5,50575,2,South Inch Car Park,APT Triple Rapid Charger,14,17,1,0,2
418.359,48.28333334,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,17,17,2,0,2
396.622,40.08333334,51320,2,Canal Street Car Park,Siemens 7 kW Dual Outlet,15,15,3,0,2
210.632,25.3,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,16,16,4,0,2
509.576,64.95,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,9,9,5,1,2
412.601,73.68333334,50575,2,"South Inch Car Park, Perth",APT Triple Rapid Charger,18,19,6,1,2
350.565,25.81666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,11,0,0,2
392.741,53.75,50297,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,17,1,0,2
512.422,64.6,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,2,0,2
493.249,44.55,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,14,3,0,2
633.379,61.73333334,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,15,4,0,2
732.412,80.18333333,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,14,5,1,2
305.099,17.58333333,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,12,18,6,1,2
485.147,42.7,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,18,18,0,0,2
529.019,55.21666667,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,14,16,1,0,2
497.967,58.35,50297,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,17,2,0,2
498.266,66.33333333,50297,2,"Rie-Achan Road Car Park, Pitlochry",APT Triple Rapid Charger,19,16,3,0,2
550.814,55.4,51493,2,"Canal Street Car Park 3rd floor, Perth",APT Triple Rapid Charger,12,13,4,0,2
390.337,24.6,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,11,5,1,2
514.314,45.05,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,16,6,1,2
440.144,55.23333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,17,0,0,2
506.995,76.18333333,50297,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,17,1,0,2
465.043,55.33333333,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,11,2,0,2
582.313,64.66666667,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,15,3,0,2
490.2,63.91666667,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,15,4,0,2
449.269,41.48333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,12,5,1,2
511.386,23.16666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,14,6,1,2
677.497,66.78333333,51516,2,Kinross Park and Ride,APT Triple Rapid Charger,13,13,0,0,2
500.506,75.36666667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,13,1,0,2
512.697,56.75,50993,2,"King Street Car Park, Crieff",APT Triple Rapid Charger,8,17,2,0,2
366.486,48.9,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,3,0,2
254.522,49.25,50275,2,Broxden Park & Ride,APT Triple Rapid Charger,10,15,4,0,3
270.852,27.08333333,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,18,19,5,1,3
369.746,43.48333333,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,8,16,6,1,3
286.941,19.21666667,50745,2,"Crown Inn Wynd Car Park, Auchterarder",APT Triple Rapid Charger,13,12,0,0,3
436.576,45.98333334,50745,2,Broxden Park & Ride,APT Triple Rapid Charger,15,17,1,0,3
510.992,66.48333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,17,2,0,3
282.436,21.03333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,12,3,0,3
564.012,65.7,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,8,12,4,0,3
427.821,39.33333333,50282,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,5,1,3
545.106,63.73333334,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,17,6,1,3
653.021,53.45,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,18,0,0,3
413.636,48.91666667,50286,2,"South Inch Car Park, Perth",APT Triple Rapid Charger,11,16,1,0,3
572.712,70.23333334,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,16,2,0,3
491.016,44.01666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,11,3,0,3
482.932,61.16666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,4,0,3
511.206,32.3,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,10,5,1,3
355.728,26.16666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,17,6,1,3
592.495,74.88333334,50575,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,19,18,0,0,3
691.167,73.26666667,50286,2,Kinross Park and Ride,APT Triple Rapid Charger,12,12,1,0,3
496.037,85.93333333,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,14,2,0,3
524.691,66.73333333,51516,2,Kinross Park and Ride,APT Triple Rapid Charger,8,18,3,0,3
436.69,55.56666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,17,4,0,3
376.087,24.83333334,51516,2,Kinross Park and Ride,APT Triple Rapid Charger,15,16,5,1,3
435.975,23.6,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,13,6,1,3
599.742,73.08333334,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,13,0,0,3
479.388,75.96666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,18,1,0,3
464.996,81.73333333,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,8,12,2,0,3
500.334,79.26666667,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,9,17,3,0,3
779.338,91.66666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,16,4,0,3
515.554,43.8,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,16,5,1,3
250.35,33.96666666,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,18,15,6,1,3
258.746,36.76666667,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,18,18,0,0,3
394.944,41.05,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,16,17,1,0,3
356.31,41.06666667,50745,1,Kinross Park and Ride,APT Triple Rapid Charger,11,15,2,0,3
462.965,62.25,50282,2,Kinross Park and Ride,APT Triple Rapid Charger,15,16,3,0,3
371.758,35.4,50286,2,"Moness Terrace Car Park, Aberfeldy",APT Triple Rapid Charger,17,17,4,0,3
430.52,39.7,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,12,5,1,3
517.201,61.41666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,18,18,6,1,3
236.024,11.75,50282,2,Kinross Park and Ride,APT Triple Rapid Charger,19,20,0,0,3
633.814,91.86666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,15,1,0,3
582.645,72.01666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,12,2,0,3
440.763,34.58333333,50575,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,16,3,0,3
468.178,44.81666667,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,12,11,4,0,3
639.13,52.38333333,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,5,1,3
524.531,26.9,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,17,6,1,3
408.31,76.95,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,17,0,0,3
474.62,63.23333333,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,14,16,1,0,3
583.631,59.48333333,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,16,17,2,0,3
579.787,81.35,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,18,16,3,0,3
473.231,75.76666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,17,4,0,3
561.655,32.38333333,50297,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,12,5,1,3
596.291,62.61666666,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,16,6,1,3
647.37,70.95,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,16,0,0,3
701.413,86.8,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,16,1,0,3
584.256,67.78333333,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,12,17,2,0,3
681.739,82.35,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,18,3,0,3
751.074,69.63333334,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,4,0,3
575.903,43.7,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,16,5,1,3
560.077,29.51666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,6,1,3
620.851,87.6,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,6,17,0,0,3
654.386,82.51666667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,9,1,0,3
396.661,32.58333333,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,9,10,2,0,3
566.4,42.46666667,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,15,15,3,0,3
193.693,13.78333333,50245,2,South Inch Car Park,APT Triple Rapid Charger,16,16,4,0,3
370.972,41.65,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,13,16,5,1,3
415.577,64.03333333,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,9,17,6,1,3
240.985,16.05,50575,2,Kinross Park and Ride,APT Triple Rapid Charger,11,20,0,0,3
383.679,41.41666667,50745,2,"South Inch Car Park, Perth",APT Triple Rapid Charger,10,10,1,0,3
529.313,37.83333334,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,16,2,0,3
561.826,66.35,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,16,3,0,3
546.089,72.78333334,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,16,4,0,3
467.698,46.16666667,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,16,5,1,3
597.656,102.0666667,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,17,6,1,3
470.77,64.45000001,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,14,0,0,3
625.501,61.23333334,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,14,17,1,0,3
567.705,67.73333334,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,14,2,0,3
697.086,98.6,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,17,3,0,3
466.601,59.31666667,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,13,4,0,3
506.188,52.46666667,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,16,5,1,3
675.071,51.16666667,50575,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,14,6,1,3
513.868,57.21666666,50286,1,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,11,0,0,3
641.62,72.5,50575,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,15,1,0,3
665.789,63.68333334,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,17,2,0,3
658.471,75.83333334,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,8,14,3,0,3
651.712,84.88333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,11,4,0,3
784.272,57.23333334,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,16,5,1,3
490.487,30.61666667,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,16,6,1,3
678.626,87.08333333,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,12,0,0,3
650.406,71.53333333,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,12,1,0,3
738.615,88.96666667,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,15,2,0,3
609.795,76.6,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,14,3,0,3
276.427,40.26666667,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,13,16,4,0,0
377.589,29.93333333,50745,2,Kinross Park and Ride,APT Triple Rapid Charger,14,16,5,1,0
293.602,20.03333333,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,12,13,6,1,0
342.278,36.16666666,50245,2,Broxden Park & Ride,APT Triple Rapid Charger,16,16,0,0,0
331.323,54.4,51250,2,South Inch Car Park,APT Triple Rapid Charger,14,19,1,0,0
501.238,67.78333334,51516,2,Kinross Park and Ride,APT Triple Rapid Charger,8,17,2,0,0
339.387,49.30000001,50995,2,Kinross Park and Ride,APT Triple Rapid Charger,15,15,3,0,0
425.659,33.51666667,51250,2,"Rie-Achan Road Car Park, Pitlochry",APT Triple Rapid Charger,9,10,4,0,0
488.998,66.4,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,5,1,0
478.928,49.88333333,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,17,6,1,0
517.908,33.66666667,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,11,11,0,0,0
631.754,108.3833333,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,16,1,0,0
483.563,78.21666666,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,17,2,0,0
500.241,69.51666667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,17,3,0,0
417.585,58.71666667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,15,4,0,0
383.833,33.48333333,50575,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,14,5,1,0
306.163,21.06666667,50575,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,13,6,1,0
792.915,103.5833333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,18,0,0,0
614.949,56.01666667,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,1,0,0
381.712,36.5,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,16,2,0,0
552.412,60.65,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,19,3,0,0
686.41,59.01666667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,15,4,0,0
550.539,44.13333334,50286,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,13,16,5,1,0
233.891,22.63333333,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,6,1,0
189.337,10.83333333,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,13,13,0,0,0
399.673,38.66666667,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,14,1,0,0
593.387,36.6,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,14,2,0,0
526.663,36,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,15,3,0,0
344.64,22.16666666,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,14,4,0,0
544.957,33.35,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,12,5,1,0
308.513,18.36666667,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,15,6,1,0
122.997,7.283333334,50994,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,17,18,0,0,0
558.486,60.91666666,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,17,1,0,0
256.388,18.5,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,17,2,0,0
690.398,63.25,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,14,3,0,0
706.249,92.83333333,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,10,16,4,0,0
603.843,59.81666667,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,18,12,5,1,0
450.183,30.6,50297,2,"Rie-Achan Road Car Park, Pitlochry",APT Triple Rapid Charger,16,16,6,1,0
744.021,70.41666667,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,14,0,0,0
1028.513,81.43333333,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,12,1,0,0
1007.3,116.5333333,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,13,2,0,0
913.117,116.5666667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,17,3,0,0
787.191,64.91666666,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,11,11,4,0,0
440.301,42.95,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,10,5,1,0
448.161,42.01666667,50297,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,14,13,6,1,0
726.158,82.81666667,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,14,0,0,0
498.806,54.71666667,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,16,1,0,0
408.351,52.81666667,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,18,2,0,0
555.567,65.06666667,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,8,16,3,0,0
463.399,70.91666667,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,8,16,4,0,0
437.689,30.41666667,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,12,5,1,0
428.639,25.21666667,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,10,16,6,1,0
576.428,79.16666666,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,17,0,0,0
434.175,63.78333334,50245,2,"Canal Street Car Park 3rd floor, Perth",APT Triple Rapid Charger,15,16,1,0,0
644.131,83.71666667,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,8,16,2,0,0
401.797,48.21666667,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,15,3,0,0
511.198,48.05,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,12,4,0,0
510.79,42.28333333,51492,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,14,5,1,0
489.233,25.46666667,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,15,6,1,0
517.392,66.9,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,13,14,0,0,0
561.26,60.81666666,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,16,1,0,0
415.807,64.35,50994,2,"Leslie Street Car Park, Blairgowrie",APT Triple Rapid Charger,12,14,2,0,0
568.621,33.5,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,13,14,3,0,0
523.424,55.88333334,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,16,4,0,0
272.34,28.6,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,10,5,1,0
812.726,61.48333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,14,6,1,0
639.867,65.58333333,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,16,0,0,0
522.947,49.55,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,12,1,0,0
592.366,72.2,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,10,2,0,0
706.29,78.31666667,50994,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,16,16,3,0,0
699.501,41.51666667,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,13,4,0,0
1061.288,136.75,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,17,5,1,0
1040.45,120.5833333,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,12,6,1,0
811.784,55.61666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,0,0,0
563.941,62.6,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,13,1,0,0
476.56,63.23333334,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,14,2,0,0
605.474,72.66666667,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,12,3,0,0
556.892,60.30000001,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,16,4,0,0
592.323,48.26666667,50297,2,"South Inch Car Park, Perth",APT Triple Rapid Charger,10,13,5,1,0
384.999,29.2,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,12,6,1,0
550.594,85.7,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,16,0,0,0
