Total kWh,Total_time_hours,CP ID,Connector,Site,Model,Start_hour,End_hour,Day_of_week,is_weekend,season
605.924,68.55,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,16,1,0,0
539.476,75.96666667,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,17,2,0,0
692.392,94.03333334,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,18,3,0,0
802.02,87.21666666,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,12,4,0,0
698.54,67.33333333,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,5,1,0
538.719,46.36666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,16,6,1,0
727.542,93.33333333,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,16,0,0,0
754.594,77.3,50745,2,"Canal Street Car Park 3rd floor, Perth",APT Triple Rapid Charger,12,13,1,0,0
281.785,32.16666667,50575,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,15,2,0,0
599.704,57.25,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,11,3,0,1
523.338,32.23333333,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,12,4,0,1
263.883,24.73333334,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,5,1,1
746.508,53.96666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,16,6,1,1
742.518,71.86666667,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,17,0,0,1
531.913,30.33333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,1,0,1
515.76,71.83333333,51250,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,11,14,2,0,1
584.839,43.55,50297,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,18,17,3,0,1
969.653,106.4333333,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,18,18,4,0,1
964.229,104.6666667,50993,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,15,5,1,1
975.149,78.58333333,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,17,6,1,1
1027.3,107.9666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,16,0,0,1
486.801,64.48333333,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,16,1,0,1
674.429,60.03333333,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,11,2,0,1
745.294,92.2,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,18,18,3,0,1
663.121,71.11666667,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,17,4,0,1
622.63,51.53333333,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,14,14,5,1,1
480.549,26.13333333,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,11,6,1,1
866.466,99.18333333,50993,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,16,0,0,1
624.175,52.33333334,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,18,19,1,0,1
612.873,59.05,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,13,14,2,0,1
576.486,66.55,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,14,15,3,0,1
662.674,67.6,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,14,4,0,1
538.034,52.6,51519,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,10,14,5,1,1
696.474,55.51666667,51250,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,15,15,6,1,1
644.157,83.35,51519,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,17,0,0,1
673.247,91.16666667,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,15,17,1,0,1
710.345,76.25,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,18,2,0,1
828.072,73.83333333,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,18,3,0,1
778.225,48.6,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,16,4,0,1
503.564,39.56666667,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,13,5,1,1
416.001,48.48333333,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,15,6,1,1
515.699,35.11666667,50297,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,14,0,0,1
289.703,15.06666667,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,18,1,0,1
744.568,51.96666667,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,15,2,0,1
636.098,50.71666666,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,18,14,3,0,1
640.776,52.83333333,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,16,4,0,1
645.674,59.01666667,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,18,18,5,1,1
525.447,45.83333334,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,9,10,6,1,1
1066.267,115.4166667,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,14,0,0,1
792.8,86.31666667,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,14,18,1,0,1
822.077,60.3,51249,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,15,12,2,0,1
869.842,114.95,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,15,3,0,1
708.923,63.4,50282,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,12,4,0,1
388.04,28.55,50994,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,16,16,5,1,1
435.499,36.85,50282,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,16,6,1,1
472.257,42.5,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,15,17,0,0,1
570.281,65.18333333,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,11,16,1,0,1
626.352,61.98333334,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,18,15,2,0,1
421.781,66.25,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,17,3,0,1
581.328,59.33333333,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,16,4,0,1
606.481,53.06666667,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,17,5,1,1
681.794,58.15,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,14,17,6,1,1
557.789,52.9,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,17,0,0,1
448.299,61.06666667,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,18,1,0,1
564.522,49.55,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,13,2,0,1
648.103,58.88333334,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,10,11,3,0,1
511.068,59.56666667,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,12,4,0,1
708.856,53.9,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,14,15,5,1,1
466.693,43.61666667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,14,6,1,1
453.124,46.88333333,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,19,0,0,1
640.716,58.25,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,13,1,0,1
596.722,107.75,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,7,13,2,0,1
460.045,72.15,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,13,3,0,1
632.077,64.13333333,50993,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,12,4,0,1
662.389,59.5,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,12,5,1,1
702.369,78.5,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,14,6,1,1
682.482,65.1,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,13,0,0,1
670.824,48.01666667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,15,1,0,1
582.929,93.21666667,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,14,2,0,1
958.73,89.66666667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,17,3,0,1
1036.131,107.7833333,51250,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,11,14,4,0,1
1077.367,107.8,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,17,5,1,1
491.656,36.23333334,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,17,6,1,1
659.757,64.86666667,50297,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,0,0,1
469.345,44.73333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,18,1,0,1
688.566,59.5,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,17,2,0,1
585.789,51.06666667,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,15,3,0,1
641.316,51.21666666,50994,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,15,18,4,0,1
684.776,55.68333334,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,15,5,1,1
584.652,45.48333333,50994,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,10,19,6,1,1
663.404,66.75,50993,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,11,12,0,0,1
488.566,56.2,51249,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,11,1,0,1
483.091,46.03333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,18,2,0,1
654.242,79.2,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,15,3,0,1
539.901,59.25,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,12,4,0,1
573.717,54.4,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,10,5,1,1
642.23,43.11666667,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,14,6,1,1
682.419,62.01666667,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,11,0,0,1
755.235,71.63333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,10,1,0,1
531.511,69.48333333,51250,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,14,14,2,0,1
690.783,55.45,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,3,0,1
539.17,40.21666667,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,14,4,0,2
734.662,86.44999999,50575,2,"South Inch Car Park, Perth",APT Triple Rapid Charger,8,15,5,1,2
621.427,75.7,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,18,16,6,1,2
608.336,62.3,50993,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,16,0,0,2
478.266,34.35,51249,2,"Rie-Achan Road Car Park, Pitlochry",APT Triple Rapid Charger,9,16,1,0,2
522.914,51.63333333,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,18,2,0,2
704.557,58.71666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,11,3,0,2
902.817,79.86666667,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,18,4,0,2
938.092,101.2833333,50993,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,17,17,5,1,2
670.859,69.76666667,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,17,6,1,2
917.014,104.3,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,15,15,0,0,2
1020.572,100.05,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,19,18,1,0,2
536.59,72.23333334,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,13,2,0,2
539.648,59.56666667,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,14,3,0,2
898.081,75.53333333,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,14,4,0,2
699.334,56.16666666,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,11,5,1,2
721.095,49.1,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,16,6,1,2
672.101,78.1,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,13,13,0,0,2
648.803,72.43333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,11,1,0,2
690.792,57.8,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,8,12,2,0,2
632.508,46.01666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,15,3,0,2
612.775,43.96666666,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,12,4,0,2
734.316,58.41666667,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,14,5,1,2
531.319,36.41666667,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,14,6,1,2
628.765,78.03333333,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,17,0,0,2
597.899,62.26666667,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,14,11,1,0,2
697.472,84.4,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,12,2,0,2
636.192,62.56666666,50245,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,3,0,2
464.543,51.31666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,11,4,0,2
731.825,46.71666667,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,14,5,1,2
502.264,38.53333333,51249,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,14,6,1,2
681.451,71.06666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,0,0,2
725.792,80.48333333,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,16,1,0,2
589.088,46.51666666,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,12,2,0,2
643.129,47.98333333,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,3,0,2
740.623,85.1,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,14,4,0,2
598.644,43.43333333,50993,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,12,5,1,2
684.959,72.05,50282,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,6,1,2
879.552,80.28333334,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,17,0,0,2
939.552,72.15,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,14,1,0,2
739.338,78.08333333,50575,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,15,2,0,2
966.593,117.5,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,12,3,0,2
574.072,39.41666667,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,10,4,0,2
580.773,55.46666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,12,5,1,2
495.046,29.93333333,51249,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,16,16,6,1,2
643.741,54.3,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,12,0,0,2
513.674,42.5,51249,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,12,1,0,2
467.662,69.36666667,50297,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,17,2,0,2
757.23,59.35,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,13,3,0,2
759.777,54.66666667,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,9,17,4,0,2
601.214,41.68333333,50282,2,"Rie-Achan Road Car Park, Pitlochry",APT Triple Rapid Charger,13,16,5,1,2
633.305,33.8,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,12,6,1,2
802.797,73.3,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,14,0,0,2
634.181,73.76666666,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,12,1,0,2
557.645,61.8,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,12,2,0,2
744.94,80.50000001,50282,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,11,14,3,0,2
693.801,57.98333333,50838,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,16,16,4,0,2
682.812,68.21666667,50297,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,15,15,5,1,2
561.096,31.58333333,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,16,6,1,2
563.132,54.16666667,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,16,16,0,0,2
489.936,51.55,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,14,1,0,2
483.124,64.21666667,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,18,12,2,0,2
738.564,94.66666666,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,14,3,0,2
612.983,78.56666667,51519,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,10,11,4,0,2
422.029,26.51666667,50297,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,13,13,5,1,2
467.751,49.8,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,14,6,1,2
622.928,86.15,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,0,0,2
512.286,36.51666666,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,14,1,0,2
756.362,82.48333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,18,2,0,2
712.959,56.58333333,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,14,3,0,2
785.913,78.86666667,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,13,4,0,2
892.44,126.7,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,17,5,1,2
1025.843,116.0166667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,16,6,1,2
871.687,82.63333334,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,16,0,0,2
762.404,98.26666666,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,16,1,0,2
886.929,88.15,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,18,13,2,0,2
676.67,76.94999999,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,13,13,3,0,2
906.132,90.55,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,15,4,0,2
611.567,57.15,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,14,5,1,2
661.068,43.56666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,6,1,2
884.227,93.51666667,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,8,15,0,0,2
713.811,91.11666666,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,17,1,0,2
851.997,94.66666666,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,17,2,0,2
821.641,101.65,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,18,3,0,2
910.147,90.4,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,17,4,0,2
559,73.33333333,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,9,16,5,1,2
733.082,44.91666667,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,15,15,6,1,2
860.038,72.45,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,11,0,0,2
892.361,107.65,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,17,1,0,2
697.178,78,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,17,2,0,2
858.144,85.75,51249,2,"Atholl Street Car Park, Dunkeld",APT Triple Rapid Charger,16,16,3,0,2
1030.785,92.35,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,17,4,0,2
596.517,73.68333333,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,8,12,5,1,3
570.23,86.88333334,50297,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,10,6,1,3
621.978,67.96666666,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,15,0,0,3
650.975,67.51666667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,12,1,0,3
853.024,80.68333333,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,2,0,3
546.247,45.51666667,50286,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,12,3,0,3
471.388,49.28333333,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,13,13,4,0,3
713.089,65.16666667,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,17,17,5,1,3
761.186,57.63333333,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,16,16,6,1,3
865.034,97.01666666,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,15,0,0,3
962.66,102.45,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,1,0,3
708.788,50.51666667,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,9,15,2,0,3
1048.976,95.95,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,17,3,0,3
935.862,84.23333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,17,4,0,3
707.763,78.58333334,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,14,5,1,3
558.424,36.4,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,15,6,1,3
778.361,106.0666667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,16,0,0,3
1033.805,123.3,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,14,1,0,3
1002.789,102.8833333,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,15,2,0,3
993.199,115.6666667,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,17,3,0,3
904.618,76.23333333,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,9,13,4,0,3
908.832,82.43333333,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,12,5,1,3
769.719,53.08333333,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,15,6,1,3
912.686,85.85000001,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,15,0,0,3
933.449,97.91666667,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,12,1,0,3
707.794,83.13333333,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,2,0,3
898.12,95.36666667,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,12,3,0,3
904.988,71.21666666,51516,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,4,0,3
763.757,56.08333333,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,5,1,3
877.656,68.85,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,17,17,6,1,3
470.034,64.71666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,15,0,0,3
574.207,50.31666667,50297,2,"Rie-Achan Road Car Park, Pitlochry",APT Triple Rapid Charger,12,13,1,0,3
744.035,70.93333334,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,14,2,0,3
541.187,52.03333334,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,9,17,3,0,3
712.4,73.5,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,19,20,4,0,3
625.575,36.13333333,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,11,5,1,3
738.082,68.86666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,12,6,1,3
733.717,65.86666667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,0,0,3
686.98,85.15,51250,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,17,1,0,3
829.003,84.88333333,50993,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,14,2,0,3
780.475,64.05,50993,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,10,12,3,0,3
1198.242,124.5833333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,18,16,4,0,3
1011.619,74.4,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,12,5,1,3
912.007,62.01666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,16,6,1,3
1061.537,101.0833333,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,0,0,3
904.382,97.85,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,17,1,0,3
791.695,74.96666667,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,13,2,0,3
793.898,87.71666667,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,13,3,0,3
906.997,81.48333333,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,16,16,4,0,3
865.802,72.21666667,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,13,16,5,1,3
829.206,57.2,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,17,11,6,1,3
973.717,98.2,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,15,0,0,3
963.678,116.2166667,50994,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,14,16,1,0,3
955.898,104.1333333,50745,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,15,2,0,3
774.935,87.78333333,50297,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,13,17,3,0,3
1184.979,124,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,12,12,4,0,3
1036.851,101.2,51250,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,15,11,5,1,3
1090.462,79.71666666,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,13,14,6,1,3
881.962,125.2166667,50575,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,7,14,0,0,3
835.29,104.7166667,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,11,14,1,0,3
1069.697,109.8833333,51519,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,10,17,2,0,3
563.521,57,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,8,15,3,0,3
494.101,37.81666666,50286,2,"Broxden Park & Ride, Perth",APT Triple Rapid Charger,12,12,4,0,3
638.401,39.06666667,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,13,17,5,1,3
602.637,52.05,51516,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,14,15,6,1,3
567.746,41.43333333,50745,2,"Kinross Park and Ride, Kinross",APT Triple Rapid Charger,8,10,0,0,3
