Energy__kWh_,Total_Duration_hours,Charging_Time_hours,Station_Name,Address,Zip_Postal_Code,Start_Hour,End_Hour,Day_of_Week,is_weekend,season
111.352,24.56722222,20.82333333,BOULDER / REC CENTER ST1,1360 Gillaspie Dr,80302,10,10,5,1,2
175.98,40.20916667,35.22083333,BOULDER / BASELINE ST1,900 Baseline Rd,80302,9,17,6,1,2
201.067,69.73611111,39.285,COMM VITALITY / BOULDER JCTN,2052 Junction Pl,80302,17,18,0,0,2
235.645,87.64944444,51.99222222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,11,11,1,0,2
277.12,203.8333333,53.92888889,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,17,12,2,0,2
192.064,160.6069445,41.24305556,BOULDER / EAST REC,1100 Walnut,80302,12,10,3,0,2
279.543,66.40583333,54.82944444,BOULDER / N BOULDER REC 1,900 Walnut St,80302,16,13,4,0,2
194.784,48.22388889,41.99111111,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,9,19,5,1,2
110.441,28.22138889,24.81083333,BOULDER / N BOULDER REC 1,3172 Broadway,80302,9,14,6,1,2
249.723,95.36555555,54.62277778,BOULDER / N BOULDER REC 1,3172 Broadway,80302,12,15,0,0,2
195.21,69.52194444,36.62222222,BOULDER / BASELINE ST1,900 Baseline Rd,80302,9,9,1,0,2
160.15,314.2019444,32.67083333,BOULDER / ATRIUM ST1,1770 13th St,80302,9,11,2,0,2
108.531,23.18222222,21.97777778,BOULDER / BASELINE ST1,1100 Spruce St,80302,9,17,3,0,2
120.357,29.395,22.09666667,BOULDER / BASELINE ST1,900 Walnut St,80302,12,21,4,0,2
254.768,54.44,49.48722222,BOULDER / ATRIUM ST1,1400 Walnut St,80302,13,17,5,1,2
142.539,38.75,31.38694445,COMM VITALITY / 1500PEARL2,1500 Pearl St,80302,15,16,6,1,2
258.626,76.9325,51.56388889,BOULDER / N BOULDER REC 1,3172 Broadway,80302,18,16,0,0,2
298.481,115.1538889,64.13638889,BOULDER / N BOULDER REC 1,1100 Spruce St,80302,16,14,1,0,2
293.072,101.1841667,63.83916667,BOULDER / N BOULDER REC 1,3172 Broadway,80302,11,19,2,0,2
259.684,115.5658333,61.8175,BOULDER / N BOULDER REC 1,3172 Broadway,80302,10,10,3,0,2
261.768,196.1847222,60.24527778,BOULDER / BASELINE ST1,3172 Broadway,80302,12,15,4,0,2
249.388,61.44166667,51.28611111,BOULDER / N BOULDER REC 1,3172 Broadway,80302,17,14,5,1,2
273.066,90.79777777,53.04583334,BOULDER / N BOULDER REC 1,1500 Pearl St,80302,15,18,6,1,2
247.538,110.1408333,53.43083333,BOULDER / N BOULDER REC 1,3172 Broadway,80302,17,16,0,0,2
214.804,74.45722222,45.49916667,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,17,7,1,0,2
363.21,141.9138889,77.33111111,BOULDER / N BOULDER REC 1,3172 Broadway,80302,13,11,2,0,2
286,91.55222223,53.71861111,BOULDER / N BOULDER REC 1,3172 Broadway,80302,7,16,3,0,2
410.838,177.5758333,80.7025,BOULDER / N BOULDER REC 1,3172 Broadway,80302,16,11,4,0,2
182.694,44.08972222,36.10305555,COMM VITALITY / 1500PEARL2,1500 Pearl St,80302,11,18,5,1,2
201.949,50.49666667,43.78333333,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,13,13,6,1,2
260.776,83.91583334,59.26638889,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,14,0,0,2
284.839,110.9136111,61.13416667,COMM VITALITY / 1000WALNUT1,900 Walnut St,80302,9,11,1,0,2
268.742,223.5280555,59.04805556,BOULDER / N BOULDER REC 1,3172 Broadway,80302,18,11,2,0,2
236.431,75.17694445,49.41777778,BOULDER / N BOULDER REC 1,3172 Broadway,80302,13,15,3,0,2
220.625,123.7675,46.38305556,BOULDER / ATRIUM ST1,1770 13th St,80302,11,14,4,0,2
263.755,66.28722222,53.70805556,BOULDER / N BOULDER REC 1,1500 Pearl St,80302,13,13,5,1,2
219.622,42.3,39.31638889,BOULDER / N BOULDER REC 1,3172 Broadway,80302,13,11,6,1,2
231.416,83.53361111,50.49972222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,13,0,0,2
358.714,88.43277777,73.32638889,BOULDER / N BOULDER REC 1,1100 Walnut,80302,8,10,1,0,2
252.65,58.56333334,49.1475,COMM VITALITY / 1100WALNUT1,1100 Spruce St,80302,8,15,2,0,2
279.595,197.6572222,59.97388889,BOULDER / N BOULDER REC 1,3172 Broadway,80302,12,13,3,0,2
196.905,48.445,40.29,BOULDER / BASELINE ST1,900 Walnut St,80302,10,13,4,0,2
234.178,47.11888889,43.13694445,COMM VITALITY / 1000WALNUT1,900 Walnut St,80302,10,10,5,1,2
185.266,44.96833334,34.00833333,BOULDER / N BOULDER REC 1,1500 Pearl St,80302,12,13,6,1,2
230.37,79.52833333,51.18305555,BOULDER / BASELINE ST1,3172 Broadway,80302,17,17,0,0,2
143.189,72.61055555,35.21527778,BOULDER / N BOULDER REC 1,3172 Broadway,80302,11,10,1,0,2
319.369,106.1138889,64.47777778,BOULDER / BASELINE ST1,900 Baseline Rd,80302,17,17,2,0,2
278.15,100.1188889,60.30722222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,13,11,3,0,2
284.376,195.1777778,56.135,BOULDER / N BOULDER REC 1,1100 Walnut,80302,9,7,4,0,2
172.23,41.35694445,34.54555556,BOULDER / ATRIUM ST1,1500 Pearl St,80302,13,10,5,1,2
208.787,44.18527778,37.80472222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,11,15,6,1,2
243.849,130.7711111,48.73361111,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,8,12,0,0,2
259.345,76.60277778,51.11555556,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,10,11,1,0,2
205.608,97.29416666,43.70083333,BOULDER / ATRIUM ST1,1770 13th St,80302,17,11,2,0,2
382.201,111.7575,77.18416667,COMM VITALITY / 1000WALNUT1,900 Walnut St,80302,19,12,3,0,2
319.828,203.5872222,65.42111111,BOULDER / N BOULDER REC 1,1100 Spruce St,80302,18,11,4,0,2
219.069,49.96527778,46.20166667,COMM VITALITY / 1000WALNUT2,900 Walnut St,80302,12,14,5,1,2
219.42,43.43888889,40.36111111,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,15,19,6,1,2
160.045,47.79138889,36.09055556,BOULDER / N BOULDER REC 1,3172 Broadway,80304,6,21,0,0,2
305.564,76.75888889,63.95527778,BOULDER / N BOULDER REC 1,3172 Broadway,80302,16,16,1,0,2
373.331,255.6775,78.7075,BOULDER / BASELINE ST1,900 Walnut St,80302,12,12,2,0,2
354.539,117.8994444,70.46583333,BOULDER / N BOULDER REC 1,3172 Broadway,80302,19,14,3,0,2
220.446,128.9277778,48.22638889,COMM VITALITY / 1500PEARL2,1500 Pearl St,80302,9,13,4,0,2
213.993,44.27333333,40.5075,BOULDER / BASELINE ST1,1500 Pearl St,80302,13,13,5,1,2
239.927,53.26555555,44.30194445,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,13,14,6,1,2
385.327,128.1791667,71.83861111,BOULDER / N BOULDER REC 1,900 Walnut St,80302,8,21,0,0,2
342.836,93.93611111,69.58305556,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,11,14,1,0,2
261.913,116.3938889,63.82222222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,13,14,2,0,2
198.658,72.06194445,46.80666667,BOULDER / N BOULDER REC 1,3172 Broadway,80302,14,12,3,0,2
310.398,324.7577778,64.90555556,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,18,13,4,0,2
329.907,78.16916667,64.34805556,COMM VITALITY / 1400 WALNUT1,1400 Walnut St,80302,12,11,5,1,2
127.964,30.20222222,29.24277778,COMM VITALITY / 1500PEARL1,1500 Pearl St,80302,13,8,6,1,3
197.419,44.95638889,40.28638889,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,12,11,0,0,3
274.107,98.16333333,58.77833333,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,12,1,0,3
317.567,117.1041667,63.64888889,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,9,2,0,3
258.095,90.65472222,58.16083333,BOULDER / N BOULDER REC 1,1500 Pearl St,80302,12,9,3,0,3
340.079,151.4947222,69.70083333,BOULDER / N BOULDER REC 1,1500 Pearl St,80302,18,19,4,0,3
250.583,49.92277778,45.57583334,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,13,9,5,1,3
177.126,51.05527778,36.79055555,BOULDER / N BOULDER REC 1,1500 Pearl St,80302,11,10,6,1,3
261.072,95.78361112,61.59055555,COMM VITALITY / 1000WALNUT2,900 Walnut St,80302,8,11,0,0,3
232.248,85.84611111,47.19222222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,19,1,0,3
286.651,127.2355556,59.08833334,BOULDER / ATRIUM ST1,1770 13th St,80302,12,17,2,0,3
238.041,306.295,55.77194445,BOULDER / N BOULDER REC 1,3172 Broadway,80302,10,12,3,0,3
334.041,90.08083334,71.86222222,BOULDER / BASELINE ST1,900 Walnut St,80302,8,19,4,0,3
287.439,64.555,59.08138889,BOULDER / N BOULDER REC 1,1500 Pearl St,80302,8,16,5,1,3
235.177,71.52,49.22833333,BOULDER / N BOULDER REC 1,900 Walnut St,80302,7,13,6,1,3
328.35,124.5794444,69.29944445,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,11,20,0,0,3
248.204,98.11166667,51.08777778,BOULDER / N BOULDER REC 1,900 Walnut St,80302,9,11,1,0,3
294.743,127.8830556,61.84805556,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,12,2,0,3
269.277,95.41611111,59.35,COMM VITALITY / 1000WALNUT2,900 Walnut St,80302,12,11,3,0,3
323.681,107.6394444,63.37083333,COMM VITALITY / 1000WALNUT1,900 Walnut St,80302,17,13,4,0,3
245.319,54.24722222,47.84277778,BOULDER / N BOULDER REC 1,900 Walnut St,80302,13,14,5,1,3
200.543,58.08888889,37.4325,BOULDER / BASELINE ST1,900 Walnut St,80302,10,13,6,1,3
263.577,116.8338889,58.84361111,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,10,0,0,3
202.838,78.61083333,46.25333334,BOULDER / N BOULDER REC 1,900 Walnut St,80302,13,12,1,0,3
262.993,110.9919444,57.29444445,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,9,2,0,3
251.481,88.59527778,56.37027778,BOULDER / N BOULDER REC 1,900 Walnut St,80302,12,19,3,0,3
282.167,223.8280556,60.74222222,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,18,12,4,0,3
124.22,27.33166667,22.47611111,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,12,14,5,1,3
168.693,46.56694445,34.28,BOULDER / N BOULDER REC 1,3172 Broadway,80302,9,10,6,1,3
212.774,100.9811111,46.61833333,COMM VITALITY / 1000WALNUT2,900 Walnut St,80302,11,11,0,0,3
279.452,112.0041667,60.60444445,BOULDER / N BOULDER REC 1,900 Walnut St,80302,8,16,1,0,3
318.797,107.4808333,68.39694445,BOULDER / N BOULDER REC 1,900 Walnut St,80302,11,11,2,0,3
293.606,92.49055556,63.17555556,BOULDER / N BOULDER REC 1,3172 Broadway,80302,10,14,3,0,3
339.769,261.8147222,70.17611111,COMM VITALITY / 1100WALNUT1,1500 Pearl St,80302,9,15,4,0,3
179.97,39.93277778,35.60638889,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,8,5,1,3
181.464,39.50222222,36.2975,BOULDER / N BOULDER REC 1,3172 Broadway,80302,15,16,6,1,3
315.565,111.7272222,69.63194444,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,15,0,0,3
162.498,90.18666668,39.48972222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,17,12,1,0,3
272.385,118.1591667,57.72472222,COMM VITALITY / 1000WALNUT1,900 Walnut St,80302,11,13,2,0,3
145.965,48.04805556,36.48861111,BOULDER / N BOULDER REC 1,3172 Broadway,80302,10,14,3,0,3
387.229,243.6722222,88.8575,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,12,11,4,0,3
382.694,202.0108333,70.12083334,BOULDER / ATRIUM ST1,1770 13th St,80302,10,12,5,1,3
278.79,74.16833334,55.20527778,BOULDER / ALPINE ST1,1275 Alpine Ave,80302,12,12,6,1,3
289.846,139.9111111,62.78083333,BOULDER / ATRIUM ST1,1500 Pearl St,80302,9,11,0,0,3
233.129,71.84277778,48.61527778,BOULDER / EAST REC,3172 Broadway,80302,9,12,1,0,3
239.129,110.2952778,55.09944445,BOULDER / N BOULDER REC 1,3172 Broadway,80302,17,18,2,0,3
190.166,151.0591667,43.99333333,BOULDER / N BOULDER REC 1,3172 Broadway,80302,7,16,3,0,3
317.972,142.7536111,62.81888889,COMM VITALITY / BOULDER JCTN,2052 Junction Pl,80302,11,12,4,0,3
263.995,69.885,52.28111111,BOULDER / N BOULDER REC 1,900 Walnut St,80302,13,13,5,1,3
152.63,48.17444445,32.34777778,BOULDER / N BOULDER REC 1,3172 Broadway,80304,8,13,6,1,3
324.595,92.69444444,69.72,BOULDER / N BOULDER REC 1,3172 Broadway,80302,9,17,0,0,3
284.784,95.52222223,59.41694444,COMM VITALITY / 1400 WALNUT1,900 Walnut St,80302,18,15,1,0,3
359.682,146.6941667,77.77944445,BOULDER / N BOULDER REC 1,3172 Broadway,80302,9,17,2,0,3
276.969,197.2933334,57.01361111,COMM VITALITY / 1000WALNUT1,900 Walnut St,80302,18,10,3,0,3
264.058,144.2808333,56.8025,BOULDER / N BOULDER REC 1,1100 Walnut,80302,19,19,4,0,3
253.938,62.18361111,50.8725,BOULDER / REC CENTER ST2,1360 Gillaspie Dr,80302,10,10,5,1,3
146.237,43.7475,32.32611111,BOULDER / N BOULDER REC 1,3172 Broadway,80304,15,11,6,1,3
205.305,127.8072222,45.00138889,BOULDER / EAST REC,3172 Broadway,80302,16,17,0,0,3
96.831,24.69111111,21.98638889,COMM VITALITY / 1000WALNUT1,900 Walnut St,80302,6,8,1,0,3
233.928,70.54138889,52.92305555,BOULDER / N BOULDER REC 1,3172 Broadway,80302,10,17,2,0,3
295.137,157.6813889,63.05944445,BOULDER / ATRIUM ST1,1100 Spruce St,80302,10,10,3,0,3
507.373,213.7869444,105.8338889,BOULDER / N BOULDER REC 1,1100 Walnut,80302,9,17,4,0,3
195.862,39.91666667,38.10833333,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,13,15,5,1,3
185.626,44.31138889,39.25027778,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,12,15,6,1,3
407.595,168.1916667,80.17722222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,17,0,0,3
322.148,133.3891667,70.49833333,BOULDER / N BOULDER REC 1,3172 Broadway,80302,12,13,1,0,3
409.447,148.1972222,79.75,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,8,16,2,0,3
323.172,199.3977778,67.08,COMM VITALITY / 1104 SPRUCE1,900 Walnut St,80302,17,17,3,0,3
381.354,176.4952778,86.34888889,BOULDER / BASELINE ST1,900 Baseline Rd,80302,8,13,4,0,3
249.062,58.14944445,50.15083333,BOULDER / N BOULDER REC 1,3172 Broadway,80302,17,14,5,1,3
251.912,60.46388889,51.53555556,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,11,12,6,1,3
116.484,31.54416667,26.96194445,BOULDER / N BOULDER REC 1,3172 Broadway,80302,19,19,0,0,3
332.355,126.3258333,78.575,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,8,11,1,0,3
189.252,81.87416667,40.48555556,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,11,11,2,0,3
280.073,105.7952778,60.68111111,BOULDER / N BOULDER REC 1,3172 Broadway,80302,10,9,3,0,3
309.792,254.7613889,65.29888889,BOULDER / N BOULDER REC 1,1100 Spruce St,80302,9,13,4,0,3
127.559,31.41972222,25.75361111,BOULDER / BASELINE ST1,1100 Spruce St,80302,11,12,5,1,3
119.822,34.39083333,26.65888889,BOULDER / BASELINE ST1,900 Baseline Rd,80302,13,13,6,1,3
305.476,76.64388889,64.42472223,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,9,0,0,3
315.546,123.6772222,67.15166667,BOULDER / N BOULDER REC 1,3172 Broadway,80302,13,13,1,0,3
263.415,190.4111111,63.37222223,BOULDER / N BOULDER REC 1,900 Walnut St,80302,12,11,2,0,3
278.403,157.1588889,60.84083333,BOULDER / N BOULDER REC 1,3172 Broadway,80302,13,16,3,0,3
423.631,462.1697222,114.1008333,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,12,16,4,0,3
315.268,65.26083333,60.51,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,11,12,5,1,3
196.155,48.22555555,41.98305556,BOULDER / N BOULDER REC 1,3172 Broadway,80302,11,12,6,1,3
232.897,240.5663889,48.54555556,BOULDER / BASELINE ST1,900 Walnut St,80302,9,10,0,0,3
16.875,2.727222222,2.725,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,9,12,1,0,3
185.122,48.92388889,42.62555556,COMM VITALITY / 1000WALNUT2,900 Walnut St,80302,14,14,2,0,3
22.236,5.193611111,4.385555555,COMM VITALITY / 1000WALNUT1,1100 Walnut,80302,13,14,3,0,3
204.732,58.15611111,41.29833333,COMM VITALITY / 1500PEARL2,1360 Gillaspie Dr,80302,13,19,4,0,3
79.53,19.45638889,18.90194445,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,13,14,5,1,3
229.573,64.51083334,48.7625,COMM VITALITY / 1500PEARL2,1500 Pearl St,80302,11,11,6,1,0
219.025,80.30888889,49.55527778,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,11,0,0,0
243.56,86.38055555,57.35277778,BOULDER / N BOULDER REC 1,3172 Broadway,80302,9,13,1,0,0
333.037,171.7305555,71.63305556,BOULDER / N BOULDER REC 1,3172 Broadway,80302,15,11,2,0,0
234.396,53.7025,50.33944444,BOULDER / EAST REC,1500 Pearl St,80302,6,17,3,0,0
352.043,233.7922222,74.37583333,COMM VITALITY / 1100WALNUT1,900 Walnut St,80302,8,13,4,0,0
292.255,108.3502778,59.52583333,COMM VITALITY / 1100WALNUT1,900 Walnut St,80302,12,19,5,1,0
140.558,29.41333333,28.56805556,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,15,6,1,0
285.978,129.9963889,70.11083334,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,10,0,0,0
303.654,107.9436111,64.18416667,COMM VITALITY / 1000WALNUT1,900 Walnut St,80302,17,16,1,0,0
375.509,131.4955556,77.11194445,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,10,2,0,0
308.804,178.9419444,73.44,BOULDER / N BOULDER REC 1,3172 Broadway,80302,17,16,3,0,0
424.761,257.9386111,98.82527778,BOULDER / N BOULDER REC 1,900 Walnut St,80302,8,9,4,0,0
235.953,47.00083333,40.80444444,BOULDER / N BOULDER REC 1,900 Walnut St,80302,16,11,5,1,0
297.257,107.4575,56.59472222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,10,13,6,1,0
248.587,91.32722222,58.58222222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,10,0,0,0
398.243,164.4636111,86.99888889,BOULDER / ALPINE ST1,1275 Alpine Ave,80302,16,13,1,0,0
313.274,112.5863889,70.64277778,BOULDER / N BOULDER REC 1,3172 Broadway,80302,9,16,2,0,0
308.671,253.9688889,69.53388889,BOULDER / N BOULDER REC 1,900 Walnut St,80302,11,11,3,0,0
178.348,46.99194445,39.13888889,BOULDERJUNCTION / JUNCTION ST1,2280 Junction Pl,80302,20,20,4,0,0
226.274,57.83944445,46.4875,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,13,13,5,1,0
242.436,49.83861111,43.70638889,BOULDER / N BOULDER REC 1,1500 Pearl St,80302,11,12,6,1,0
157.564,158.97,36.22527778,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,11,9,0,0,0
82.009,20.93722222,17.12666667,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,14,15,1,0,0
50.946,10.07277778,8.625555555,BOULDER / EAST REC,5660 Sioux Dr,80302,11,12,2,0,0
190.628,64.25583333,37.37527778,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,11,13,3,0,0
153.816,615.8991667,48.73972222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,11,12,4,0,0
87.876,34.58055556,19.66611111,BOULDER / ATRIUM ST1,900 Walnut St,80302,17,18,5,1,0
187.327,54.91166667,42.78388889,BOULDER / N BOULDER REC 1,3172 Broadway,80302,17,19,6,1,0
197.654,128.4591667,46.85611111,BOULDER / N BOULDER REC 1,1100 Spruce St,80302,11,10,0,0,0
141.203,41.76083333,31.0375,BOULDER / BASELINE ST1,1100 Walnut,80302,8,14,1,0,0
119.504,28.01805556,23.63972222,BOULDER / BASELINE ST1,1100 Spruce St,80302,13,12,2,0,0
299.367,88.02194444,59.66277778,COMM VITALITY / 1000WALNUT1,1100 Walnut,80302,9,16,3,0,0
293.79,127.0344444,59.71027778,BOULDER / N BOULDER REC 1,1100 Walnut,80302,9,14,4,0,0
188.999,44.76722222,37.86888889,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,12,14,5,1,0
139.024,36.44722222,27.77833333,BOULDER / N BOULDER REC 1,1100 Spruce St,80302,14,13,6,1,0
264.382,94.97166667,56.025,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,11,0,0,0
234.582,120.0591667,51.28111111,BOULDER / N BOULDER REC 1,3172 Broadway,80302,7,11,1,0,0
202.871,71.27027778,45.74416667,BOULDER / N BOULDER REC 1,3172 Broadway,80302,18,14,2,0,0
396.029,126.9841667,76.88138889,BOULDER / N BOULDER REC 1,3172 Broadway,80302,9,12,3,0,0
309.207,199.9313889,66.36166667,BOULDER / N BOULDER REC 1,2052 Junction Pl,80302,17,18,4,0,0
327.353,69.96666667,61.21277778,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,12,13,5,1,0
161.964,40.24027778,33.46194444,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,9,14,6,1,0
260.84,81.22138889,57.09583333,COMM VITALITY / BOULDER JCTN,1500 Pearl St,80302,14,12,0,0,0
379.27,115.8963889,76.69,BOULDER / N BOULDER REC 1,3172 Broadway,80302,17,12,1,0,0
146.276,64.1175,33.50555556,BOULDER / ATRIUM ST1,1360 Gillaspie Dr,80302,13,15,2,0,0
325.462,321.6033333,66.44083334,COMM VITALITY / BOULDER JCTN,2052 Junction Pl,80302,18,12,3,0,0
232.419,264.4844444,59.05083333,COMM VITALITY / BOULDER JCTN,1360 Gillaspie Dr,80302,12,13,4,0,0
202.53,41.13861111,39.14694445,BOULDER / BASELINE ST1,900 Baseline Rd,80302,16,16,5,1,0
187.354,46.84416667,36.21666667,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,12,19,6,1,0
173.287,44.215,38.98916667,BOULDER / N BOULDER REC 1,3172 Broadway,80302,18,19,0,0,0
257.289,72.79333333,54.72194444,BOULDER / ATRIUM ST1,1360 Gillaspie Dr,80302,17,18,1,0,0
332.577,114.8097222,70.93722222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,10,2,0,0
376.637,346.8863889,83.7175,BOULDER / N BOULDER REC 1,900 Walnut St,80302,9,9,3,0,0
230.866,53.08166667,46.82361111,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,9,15,4,0,0
210.855,40.76444444,39.20805556,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,15,15,5,1,0
288.993,72.82,58.00333333,BOULDER / ALPINE ST1,1275 Alpine Ave,80302,16,16,6,1,0
332.117,97.895,67.19833333,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,16,17,0,0,0
353.5,159.635,80.94777778,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,15,15,1,0,0
224.998,75.3625,48.7225,BOULDER / ATRIUM ST1,1770 13th St,80302,15,17,2,0,0
311.629,201.5075,64.74166667,BOULDER / N BOULDER REC 1,900 Walnut St,80302,18,11,3,0,0
211.414,177.7722222,46.43777778,BOULDER / N BOULDER REC 1,3172 Broadway,80302,17,19,4,0,0
243.6,58.2225,47.43166666,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,13,15,5,1,0
94.342,27.815,23.65027778,BOULDER / BASELINE ST1,900 Baseline Rd,80302,13,15,6,1,0
159.309,64.75277778,33.94333333,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,12,17,0,0,0
212.417,39.475,38.59861111,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,19,20,1,0,0
248.966,544.6766667,53.39722222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,17,18,2,0,0
286.116,357.6691667,77.04416667,BOULDER / N BOULDER REC 1,1100 Walnut,80302,8,11,3,0,0
199.154,230.4219444,42.19638889,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,7,18,4,0,0
89.674,21.9825,20.29138889,BOULDER / N BOULDER REC 1,3172 Broadway,80302,17,14,5,1,0
81.156,24.67583333,17.86666667,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,13,6,1,0
232.952,67.46277778,46.32083333,BOULDER / N BOULDER REC 1,3172 Broadway,80302,9,13,0,0,0
298.501,106.5025,63.695,BOULDER / N BOULDER REC 1,1100 Spruce St,80302,8,10,1,0,0
238.694,114.2872222,54.335,BOULDER / N BOULDER REC 1,3172 Broadway,80302,13,9,2,0,0
235.962,316.5152778,53.49861111,BOULDER / N BOULDER REC 1,900 Walnut St,80302,10,13,3,0,0
256.449,50.13416667,48.64444445,COMM VITALITY / 1400 WALNUT1,1400 Walnut St,80302,11,14,4,0,0
207.516,46.68388889,42.49638889,COMM VITALITY / 1104 SPRUCE1,1500 Pearl St,80302,17,18,5,1,0
143.19,37.5025,33.08638889,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,8,19,6,1,0
153.401,29.2425,29.12861111,BOULDER / N BOULDER REC 1,3172 Broadway,80302,15,13,0,0,0
206.977,91.96444444,47.62555555,BOULDER / N BOULDER REC 1,3172 Broadway,80302,9,13,1,0,0
402.746,129.0025,79.77694445,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,9,17,2,0,0
186.305,61.40333333,36.65166666,BOULDER / N BOULDER REC 1,3172 Broadway,80302,9,11,3,0,0
185.524,122.0775,40.89333333,BOULDER / N BOULDER REC 1,1100 Walnut,80302,8,13,4,0,0
135.804,29.12666667,27.63638889,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,12,11,5,1,0
135.216,35.80583333,28.88388889,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,14,6,1,0
204.174,112.8311111,50.85666667,BOULDER / N BOULDER REC 1,3172 Broadway,80302,11,16,0,0,0
282.037,353.8152778,71.12527778,BOULDER / N BOULDER REC 1,1100 Walnut,80302,12,12,1,0,0
208.375,332.9177778,60.08027778,BOULDER / N BOULDER REC 1,3172 Broadway,80302,11,10,2,0,0
215.595,49.48194445,43.51305556,BOULDER / N BOULDER REC 1,3172 Broadway,80302,13,13,3,0,0
152.73,134.9897222,39.71305556,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,16,19,4,0,0
139.36,40.80638889,26.04694445,BOULDER / N BOULDER REC 1,3172 Broadway,80302,10,11,5,1,0
109.798,25.15944444,24.52583333,BOULDER / N BOULDER REC 1,1100 Walnut,80302,11,8,6,1,1
