Total Duration (hours),Charging Time (hours),Energy (kWh),Fee,Station Name,MAC Address,Port Type,Port Number,Plug Type,Address 1,Postal Code,Latitude,Longitude,Start Hour,End Hour,Day of Week,is_weekend,season
34.45583334,30.45916667,108.012651,0,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.162331,12,13,0,0,3
14.02916667,12.57555556,43.068416,0,PALO ALTO CA / BRYANT #1,000D6F0000A20D9E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.162331,8,11,1,0,3
19.99833333,16.49861111,53.587868,0,PALO ALTO CA / BRYANT #2,000D6F0000A2108E,Level 2,2,J1772,Bryant St,94301,37.446373,-122.162331,12,13,2,0,3
12.77166666,3.856944444,10.816218,0,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,8,7,3,0,3
13.92055556,12.34083333,46.024115,0,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,10,21,4,0,3
20.77333333,12.16666667,43.924004,0,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.162331,11,11,5,1,3
15.50111112,7.727222223,29.53291,0,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,12,7,6,1,3
31.28805556,17.55888889,57.626414,0,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,9,21,0,0,3
33.29777778,19.51694445,65.387441,0,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,18,12,1,0,3
43.27611111,33.5475,121.058601,0,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.446373,-122.162331,11,14,2,0,3
40.43861111,28.31055556,95.337481,0,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.162331,8,17,3,0,0
