Total Duration (hours),Charging Time (hours),Energy (kWh),GHG Savings (kg),Gasoline Savings (gallons),Station Name,MAC Address,Port Type,Port Number,Plug Type,Address 1,Postal Code,Latitude,Longitude,Fee,Ended By,start_hour,end_hour,day_of_week,is_weekend,season
3.058888889,1.900833333,6.249457,2.625,0.784,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,20,23,4,0,2
7.573888889,7.103888889,24.175773,10.154,3.034,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,0,0,5,1,2
15.97,12.31388889,42.012043,17.645,5.273,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,4,1,6,1,2
3.392777778,1.585555556,5.041244,2.117,0.633,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,19,22,0,0,2
4.671944444,4.666388889,16.210423,6.809,2.034,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,12,13,1,0,2
7.282222222,7.195277778,22.812381,9.581,2.863,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,5,10,2,0,2
18.80527778,11.74444444,33.802186,14.197,4.241,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,20,8,3,0,2
9.879166667,9.558333333,31.489418,13.226,3.952,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Customer,19,9,4,0,2
25.13666667,18.84583333,69.274091,29.095,8.692,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Customer,0,9,5,1,2
21.8625,4.215833333,13.397159,5.627,1.681,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,0,10,6,1,2
8.291111111,5.348333333,18.101343,7.603,2.273,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,8,12,0,0,2
5.481111111,5.1,17.349076,7.287,2.178,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,8,16,1,0,2
3.324722222,3.223888889,11.151858,4.683,1.399,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,9,11,2,0,2
5.697777778,5.168611111,17.816884,7.483,2.236,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,9,11,3,0,2
6.135,4.425,13.36458,5.613,1.677,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,8,10,4,0,2
20.92333333,7.585277778,21.485198,9.025,2.697,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,1,21,5,1,2
5.877777778,5.418055556,18.112999,7.608,2.273,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,12,15,6,1,2
14.86361111,4.348055556,13.452085,5.65,1.688,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,21,9,0,0,2
27.14916667,13.65833333,37.437295,15.724,4.699,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,8,11,1,0,2
6.915,6.238611111,21.602814,9.073,2.711,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,8,11,2,0,2
23.0075,9.656111111,30.221191,12.694,3.793,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,18,18,3,0,2
8.861944444,6.980555556,25.177191,10.574,3.16,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,18,9,4,0,2
16.36888889,4.583611111,13.756451,5.777,1.726,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,11,10,5,1,2
16.52277778,9.192222222,29.04375,12.198,3.645,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,1,9,6,1,2
18.18972222,6.458333333,19.14954,8.042,2.402,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,8,11,0,0,2
13.1275,11.14222222,37.901682,15.918,4.757,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,3,7,1,0,2
25.97388889,15.79666667,47.952531,20.139,6.018,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Customer,9,8,2,0,2
23.05555556,6.379722222,20.125243,8.452,2.527,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,17,19,3,0,2
4.044722222,4.030833333,14.567833,6.118,1.829,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,8,11,4,0,2
25.53388889,8.059444444,26.436596,11.103,3.318,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,13,15,5,1,2
23.03361111,7.420277778,24.390405,10.244,3.061,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,10,11,6,1,2
12.94305556,10.57944444,34.526345,14.5,4.332,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,9,1,0,0,2
7.599166667,7.009444444,24.120799,10.131,3.028,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,9,11,1,0,2
20.9525,12.39944444,39.79227,16.713,4.994,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,13,14,2,0,2
17.24833333,8.591388889,27.460373,11.535,3.446,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,8,7,3,0,3
15.60833333,14.66027778,50.133729,21.057,6.293,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,8,16,4,0,3
15.2775,13.61083333,45.009934,18.905,5.649,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,7,12,5,1,3
7.279166667,6.397222222,21.159059,8.887,2.656,PALO ALTO CA / HAMILTON #1,000D6F0000A20F47,Level 2,2,J1772,250 Hamilton Ave,94301,37.443676,-122.16288,0,Customer,15,20,6,1,3
24.54111111,12.93805556,41.745778,17.532,5.239,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,10,8,0,0,3
11.18944444,10.06722222,26.754323,11.238,3.358,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,8,10,1,0,3
16.03861111,7.474722222,25.518072,10.717,3.203,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Customer,8,14,2,0,3
17.26555556,8.649722222,29.930963,12.571,3.756,PALO ALTO CA / HIGH #4,000D6F0000A20F47,Level 2,2,J1772,528 High St,94301,37.443676,-122.16288,0,Customer,5,6,3,0,3
2.743333333,2.658055556,9.906827,4.161,1.243,PALO ALTO CA / HIGH #4,000D6F0000A20F47,Level 2,2,J1772,528 High St,94301,37.443676,-122.16288,0,Customer,9,9,4,0,3
11.07166667,8.638611111,31.015196,13.027,3.892,PALO ALTO CA / HIGH #4,000D6F0000A20F47,Level 2,2,J1772,528 High St,94301,37.443676,-122.16288,0,Customer,9,10,5,1,3
1.626111111,1.608611111,5.387015,2.262,0.676,PALO ALTO CA / HIGH #4,000D6F0000A20F47,Level 2,2,J1772,528 High St,94301,37.443676,-122.16288,0,Plug Out at Vehicle,14,14,6,1,3
16.43194444,14.0825,44.4707,18.677,5.582,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Customer,7,18,0,0,3
15.58138889,14.8425,56.274231,23.635,7.062,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,17,17,1,0,3
12.99305556,10.40138889,36.456767,15.311,4.575,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Customer,14,17,2,0,3
13.905,13.14861111,45.891528,19.274,5.76,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Customer,7,2,3,0,3
23.5475,18.67861111,61.202994,25.704,7.681,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,9,7,4,0,3
28.11,18.88861111,59.740904,25.092,7.497,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,15,2,5,1,3
10.88861111,8.519722222,27.029504,11.352,3.392,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,10,13,6,1,3
24.71388889,22.86,79.099114,33.223,9.927,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Customer,7,7,0,0,3
19.04194444,18.05027778,58.640983,24.629,7.358,PALO ALTO CA / HAMILTON #2,000D6F0000A20F47,Level 2,2,J1772,250 Hamilton Ave,94301,37.443676,-122.16288,0,Plug Out at Vehicle,7,11,1,0,3
16.35444444,14.92416667,48.773034,20.484,6.121,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,7,11,2,0,3
11.37861111,11.31,38.400697,16.129,4.82,PALO ALTO CA / HAMILTON #2,000D6F0000A20F47,Level 2,2,J1772,250 Hamilton Ave,94301,37.443676,-122.16288,0,Plug Out at Vehicle,5,10,3,0,3
15.10694444,12.47333333,43.224793,18.155,5.425,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,8,17,4,0,3
28.97916667,10.86305556,36.82009,15.463,4.621,PALO ALTO CA / HAMILTON #2,000D6F0000A20F47,Level 2,2,J1772,250 Hamilton Ave,94301,37.443676,-122.16288,0,Plug Out at Vehicle,17,0,5,1,3
12.05305556,11.25777778,33.712429,14.159,4.231,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,20,21,6,1,3
16.01083333,13.75805556,44.458009,18.673,5.579,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,18,14,0,0,3
15.00805556,14.72833333,52.44897,22.03,6.582,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,8,13,1,0,3
6.997777778,6.050555556,20.445987,8.587,2.567,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,7,10,2,0,3
28.64972222,17.92083333,59.209607,24.868,7.43,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,8,14,3,0,3
19.97722222,16.17583333,55.433497,23.282,6.956,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,18,1,4,0,3
36.77944444,19.93944444,63.299794,26.586,7.945,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,11,0,5,1,3
5.687777778,5.151111111,18.220463,7.653,2.286,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,13,15,6,1,3
9.456666667,8.764166667,22.906943,9.621,2.875,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,17,21,0,0,3
15.36833333,14.64638889,49.85573,20.939,6.257,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,7,11,1,0,3
28.05638889,18.12555556,59.468306,24.976,7.463,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,17,12,2,0,3
25.87416667,24.49111111,83.468993,35.057,10.475,PALO ALTO CA / HAMILTON #2,000D6F0000A20F47,Level 2,2,J1772,250 Hamilton Ave,94301,37.443676,-122.16288,0,Plug Out at Vehicle,7,9,3,0,3
25.98333333,21.29305556,73.783857,30.988,9.26,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,9,20,4,0,3
13.24388889,8.044444444,25.830534,10.849,3.242,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,2,7,5,1,3
12.87472222,7.749166667,27.803301,11.677,3.489,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,7,0,6,1,3
16.61916667,14.53555556,50.131124,21.055,6.293,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,8,15,0,0,3
26.68166667,21.50666667,75.173204,31.572,9.434,PALO ALTO CA / HAMILTON #1,000D6F0000A20F47,Level 2,2,J1772,250 Hamilton Ave,94301,37.443676,-122.16288,0,Plug Out at Vehicle,8,11,1,0,3
25.14555556,19.81972222,69.481502,29.182,8.72,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,11,10,2,0,3
24.78472222,21.24166667,73.666076,30.94,9.245,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.162331,0,Plug Out at Vehicle,14,22,3,0,3
27.78833333,15.97472222,53.102978,22.303,6.665,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,18,15,4,0,3
16.00888889,9.946388889,31.219986,13.113,3.919,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.162331,0,Plug Out at Vehicle,12,10,5,1,3
5.19,5.076388889,17.377259,7.299,2.181,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,12,14,6,1,3
30.03527778,24.74194444,82.21456,34.529,10.318,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,13,15,0,0,3
26.44305556,21.9825,73.53317,30.884,9.229,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,13,15,1,0,3
43.47583333,33.69305556,114.698986,48.173,14.398,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,17,17,2,0,3
25.47222222,23.07111111,79.83043,33.529,10.017,PALO ALTO CA / BRYANT #2,000D6F0000A2108E,Level 2,2,J1772,250 Hamilton Ave,94301,37.446373,-122.162331,0,Customer,8,14,3,0,3
36.85416667,30.66444444,108.055058,45.384,13.56,PALO ALTO CA / BRYANT #1,000D6F0000A20D9E,Level 2,2,J1772,250 Hamilton Ave,94301,37.446373,-122.162331,0,Plug Out at Vehicle,8,11,4,0,3
18.80638889,15.10083333,56.473125,23.719,7.087,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,13,14,5,1,3
10.16638889,8.62,34.883496,14.65,4.378,PALO ALTO CA / BRYANT #2,000D6F0000A2108E,Level 2,2,J1772,Bryant St,94301,37.446373,-122.162331,0,Plug Out at Vehicle,8,0,6,1,3
42.75,21.065,78.70127,33.056,9.877,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,13,11,0,0,3
27.99277778,24.35722222,83.714179,35.16,10.509,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.446373,-122.162331,0,Plug Out at Vehicle,12,13,1,0,3
28.57416667,25.91388889,93.419644,39.236,11.724,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,14,11,2,0,3
28.2475,19.26,75.116644,31.549,9.427,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,15,14,3,0,3
47.04194444,36.23166667,125.660982,52.778,15.771,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,21,11,4,0,3
22.66361111,14.10305556,47.292231,19.861,5.934,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.162331,0,Customer,1,1,5,1,3
25.64972222,13.91111111,49.079419,20.613,6.161,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Customer,17,20,6,1,3
26.03472222,20.35555556,74.636137,31.347,9.365,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.162331,0,Customer,7,11,0,0,3
33.575,21.91833333,67.77758,28.467,8.507,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,12,15,1,0,3
30.81333333,17.98027778,60.570774,25.44,7.602,PALO ALTO CA / BRYANT #2,000D6F0000A2108E,Level 2,2,J1772,250 Hamilton Ave,94301,37.446373,-122.162331,0,Plug Out at Vehicle,8,11,2,0,3
33.18777778,24.60055556,81.807101,34.358,10.268,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,8,11,3,0,3
36.38277778,26.14305556,82.441458,34.625,10.346,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.446373,-122.162331,0,Plug Out at Vehicle,8,21,4,0,3
22.32972222,21.4025,72.083789,30.277,9.046,PALO ALTO CA / BRYANT #2,000D6F0000A2108E,Level 2,2,J1772,250 Hamilton Ave,94301,37.446373,-122.162331,0,Customer,9,13,5,1,3
22.82722222,22.58611111,73.929776,31.052,9.276,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Plug Out at Vehicle,16,21,6,1,3
25.13277778,15.025,49.806922,20.917,6.251,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.162331,0,Customer,12,14,0,0,3
33.43861111,24.02,82.058692,34.466,10.299,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,8,11,1,0,3
43.76861111,34.13888889,105.491785,44.309,13.24,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,15,19,2,0,3
36.66833333,31.96555556,111.127006,46.673,13.948,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.446373,-122.162331,0,Plug Out at Vehicle,8,11,3,0,3
31.05,27.34277778,84.110275,35.327,10.555,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,12,17,4,0,3
26.86444444,20.31722222,77.370483,32.497,9.711,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,15,19,5,1,3
11.40083333,10.93527778,38.865446,16.323,4.877,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.162331,0,Customer,19,13,6,1,3
30.22611111,22.32555556,70.323965,29.536,8.826,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.162331,0,Plug Out at Vehicle,17,11,0,0,3
13.68944444,13.35694444,44.729797,18.787,5.614,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,18,11,1,0,3
30.19916667,21.86416667,72.030678,30.254,9.039,PALO ALTO CA / BRYANT #2,000D6F0000A20F47,Level 2,2,J1772,250 Hamilton Ave,94301,37.446373,-122.162331,0,Plug Out at Vehicle,9,11,2,0,3
33.27638889,21.97805556,74.917334,31.466,9.402,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,8,14,3,0,3
28.98361111,25.67138889,90.302576,37.926,11.332,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,12,13,4,0,3
33.15138889,21.64555556,67.302933,28.266,8.447,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Plug Out at Vehicle,18,10,5,1,3
28.92555556,21.69916667,73.715189,30.96,9.251,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,0,Customer,9,12,6,1,3
50.26277778,36.43916667,127.948205,53.739,16.059,PALO ALTO CA / BRYANT #2,000D6F0000A2108E,Level 2,2,J1772,250 Hamilton Ave,94301,37.446373,-122.162331,0,Customer,12,13,0,0,3
14.02916667,12.57555556,43.068416,18.088,5.405,PALO ALTO CA / BRYANT #1,000D6F0000A20D9E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.162331,0,Plug Out at Vehicle,8,11,1,0,3
16.64138889,13.99083333,45.388516,19.064,5.696,PALO ALTO CA / BRYANT #2,000D6F0000A2108E,Level 2,2,J1772,Bryant St,94301,37.446373,-122.162331,0,Customer,12,13,2,0,3
5.470277778,3.383611111,10.449451,4.389,1.311,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,8,0,3,0,3
22.01472222,12.76277778,47.169322,19.811,5.919,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,10,21,4,0,3
17.7925,13.71222222,48.002546,20.161,6.024,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,0,Customer,11,11,5,1,3
10.49805556,5.330555556,23.048203,9.681,2.892,PALO ALTO CA / BRYANT #1,000D6F0000A20D9E,Level 2,2,J1772,250 Hamilton Ave,94301,37.443676,-122.16288,0,Customer,18,0,6,1,3
